id,case_name,related_case,year,maj_opinion,maj_joined,dissent_opinion,dissent_joined,importance,facts,issues,arguments,ruling,discussion,concur_opinion,concur_joined,concur2_opinion,concur2_joined,concur3_opinion,concur3_joined,dissent2_opinion,dissent2_joined,dissent3_opinion,dissent3_joined,justices_np,topic,sub_topic,law_class,law_classes
111,INS v. Lopez-Mendoza,,1984,106,"102,101,103,104","94,100,105,97",,,"* Two mexican citizens ordered deported. The orders were issued based on each respondent's admission to INS that they had entered the country unlawfully.
* They challenged the orders on grounds that their respective arrests by INS officials were illegal and in violation of the 4th amendment.
* Presiding judge found legality of the arrests irrelevant to the deportation hearing.
* On admin appeal, BIA affirmed the orders noting that deportation is a civil action, and the mere fact of an illegal arrest has no bearing on a subsequent deportation hearing.
* Also BIA found application of the exclusionary rule inappropriate for deportation hearing.
* USCA9 reversed, finding respondents' arrests were illegal and the resulting admissions fruit of unlawful arrests",* Q: do 4th and exclusionary rule apply in deportation proceedings?,,"* No. bodies are not suppressible as fruit of an illegal arrest.
* Moreover, deportation proceedings are civil actions and protections afforded in criminal context don't apply.
* Specifically, the appeal to the exclusionary rule to suppress his admission fails because the purpose of the exclusionary rule is to deter official misconduct, and that wouldn't happen in a deportation hearing.
* First, INS has to show identity and alienage to meet the burden for a deportation hearing, and since the body is not suppressible, the INS must only prove alienage, which is not difficult even without a confession.
* Also, INS has a comprehensive oversight program for 4th amendment compliance, and exclusionary rule wouldn't help it.
* Lastly, Deportation hearings, unlike crim trials, are designed to prevent the continued violation of the law. The social cost of releasing him in violation of the law is too high to bear in light of the minimal benefits derived from application of the exclusionary rule in this context",,,,,,,,,,,,,Investigations,"Fourth Amendment,Investigations",Politics of Administrative Law,Politics of Administrative Law
110,Dow Chemical Co. v. U.S.,,1986,101,"106,104,105,97",103,"102,94,100","* **""Open field"" principle**","* DOW denied the EPA a follow-up on-site inspection of its facilities in Michigan. So, EPA announced aerial inspection. When DOW became aware EPA had taken aerial photographs, it filed suit in District court alleging that EPA conducted a warrantless search in violation of the Fourth.
* DC ruled that the inspection violated DOW's ""expectation of privacy"" from searches. USCA reversed, saying they only expected privacy with respect to its indoor property",* Does the 4th require govt inspectors to obtain warrants before conducting aerial searches?,,"* Burger: No. the EPA's statutory jurisdiction carries with it all modes of inquiry and investigation traditionally employed or useful to execute the authority granted.
* 4th Amendment protection involves invasion of intimate areas, whereas open areas are more comparable to an ""open field"" in which an individual may not legitimately demand privacy.
Dissent:
* The standard of ""whether particular governmental conduct constitutes a Fourth Amendment “search"" has turned on whether that conduct intruded on a constitutionally protected expectation of privacy”
* Dow had a reasonable expectation of privacy, and the conduct by the EPA is a violation because the photography captured information that Dow had taken reasonable steps to preserve as private.",,103,"102,94,100",,,,,,,,,,Investigations,"Fourth Amendment,Investigations,""Open Field"" Principle",Politics of Administrative Law,Politics of Administrative Law
109,Marshall v. Barlow's Inc.,,1978,97,"101,100,103,96",105,"102,100","* Commercial entities are also protected by the 4th Amendment, and warrantless searches by gov’t agencies are a violation.","* OSHA 70 empowers agency officials to carry out warrantless searches for safety hazards
* OSHA went to Barlow’s Inc., and asked to enter the business area, saying Barlow’s ""came up in OSHA’s selection process"" and that no complaint had been received by OSHA saying Barlow’s was violating regulations.",* Did the OSHA visit without a warrant constitute an unreasonable search?,,"* Yes. In general (with exception), warrantless searches have been held to be unreasonable.
* The man has a right to go about his business without interference from unreasonable official entires",,,,,,,,,,,,,Investigations,"Fourth Amendment,Investigations",Politics of Administrative Law,Politics of Administrative Law
108,Wyman v. James,,1971,102,"79,101,93,96,97",82,"94,100",,"* James lived in the Bronx, and received welfare payments for her son. NY Law required a caseworker house visit, which she refused to allow. In a procedural hearing, she continued refusal, and her assistance payments were terminated.
* James filed suit claiming the visit was a search in violation of her Fourth and Fourteenth amendment rights.",* Did New York violate James’ Fourth Amendment rights in terminating her benefits when she refused the visit?,,"* No. Court held that the visit was not a search. Blackmun: claims it’s not a forced or compelled visit, and so if there is no entry, there was no search. Because the focus was on the child, making sure welfare funds were being used properly, the search was not unreasonable.
* Also, because it wasn’t confrontational, and did not lead to criminal prosecution, it was not an unreasonable search.",* They keep confusing charity and welfare again. The new property argument wasn’t used much—it was more about the search part.,,,,,,,,,,,,Investigations,"Fourth Amendment,Investigations",Politics of Administrative Law,Politics of Administrative Law
107,Vance v. Ball State University,,2013,115,"109,114,108,111",112,"113,117,116",,"* Vance, only African-American worker at Ball State University Dining Services, submitted complaints about race-based harassment by a co-worker.
* After failing to find cause to act to help her, Vance sued Ball State under Title VII of the CRA 64, claiming that they should be held vicariously liable for the creation of a hostile work environment/harassment based on race.",* Can a coworker who is vested with the authority to oversee the work of another worker be considered a supervisor for the purpose of determining employer liability for harassment?,,"* No. Apparently, a supervisor has to have the power to hire and fire. Because they decided she wasn’t formally titled a supervisor, she technically isn’t one. Because, textualism. Yay.
Dissent:
* Ginsburg pretty much argues that the majority actively ignores the conditions of the modern workforce by constructing the definition of ""supervisor"" in the way they do.","* Um can we take a minute to recognize that supervisor etymologically breaks down directly and literally into ""overseer""? I wonder if they would’ve ruled that a “coworker serving in a supervisory role” couldn’t be considered a “supervisor” too.",,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking",Politics of Administrative Law,Politics of Administrative Law
106,Christopher v. SmithKline Beecham Corp.,,2012,115,"109,114,108,111",113,"112,117,116",* Helps show how divided the court is on how to understand the issue of statutory interpretation of agencies.,"* FLSA (1938) imposes minimum wage and maximum hours requirements on employers.
* It doesn’t require employers to pay overtime to workers employed in capacity of ""outside salesman"".
* Pharma sales reps challenged employers’ decision to classify them as ""outside salesmen"".","1. Must the courts defer to SoL’s definition of ""outside salesman"" under the FLSA?
2. Does the SoL’s definition apply to PSR’s?",,"1. No, because the interpretation directly contradicts a long history of treating PSRs as exempt
2. No. The statute supports the definition of PSRs as outside salesmen.","* *Sigh*, I don’t know how I feel about this case. I’ve read it like 4 times and I think they all took missteps, in order to come to clean, digestible opinions. The majority is alright ditching deference to agency interpretation, as they claim a contradiction in new and old interpretations show the new one to be unreasonably based. Meanwhile, the dissent seems to do what the majority does in *Vance* below, by constructing and adhering to a rather narrow definition of a worker’s job description, because of their own interpretation, and not even because of any deferential principles. This one’s worth reading. And then email me what you think of it, because I’d be interested to know.",,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking",Politics of Administrative Law,Politics of Administrative Law
105,FDA v. Brown & Williamson,,2000,106,"109,104,108,111",113,"112,110,105",,"* FDCA grants the FDA to regulate ""drugs"" and “devices”. In 1996, FDA asserted jurisdiction to regulate tobacco products, concluding that, under the FDCA, nicotine is a “drug” and cigarettes and smokeless tobacco are “devices” that deliver nicotine.
* FDA regulated promotion, labeling, and accessibility to children. Brown & Williamson challenged the regulations, moving for summary judgment, claiming FDA lacked jurisdiction to regulate tobacco products as customarily marketed.
* DC ruled FDA had jurisdiction over the devices but not the marketing.
* USCA ruled Congress did not grant FDA jurisdiction.","* Does the FDA have the authority to regulate tobacco products as ""drugs"" and “devices” under the FDCA?",,"* No. ""Congress has not given the FDA the authority to regulate tobacco products as customarily marketed.""
* Congress has already created a regulatory scheme for tobacco, and has rejected past proposals by the FDA to have jurisdiction, and has acted to preclude agencies from exercising significant policymaking authority in the area.",,,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking,Chevron Deference",Politics of Administrative Law,Politics of Administrative Law
104,"Chevron v. Natural Resource Defense Council, Inc.",,1984,105,"102,94,101,103,97",100,"106,104",* Chevron Deference. Huge case in statutory interpretation of agencies.,"* Clean Air Act requires states that hadn’t yet achieved national air quality standards to establish permitting of new ""major stationary sources of air pollution"" like manufacturing plants. EPA passed regulation allowing states to treat all pollution devices in one grouping as a “bubble”, where plants can install one piece of equipment without a new permit if it doesn’t change total emissions.","* Does the Clean Air Act permit the EPA to define the term ""stationary source"" to mean whole industrial plants only, which allows plants to build or modify units within plants without the permit required under the act?",,"* Yes. Congress did not have a specific intention for the interpretation of that term, and the regulation was a reasonable policy choice.",,,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking,Chevron Deference",Politics of Administrative Law,Politics of Administrative Law
103,American Textile Manufacturers' Institute v. Donovan,,1981,,,,,,"* OSHA authorized the Secretary of Labor to enact mandatory nationwide standards to govern workplace safety. OSHA published a proposal to change the federal standard regarding cotton dust exposure.
* Notice and comment with series of hearings. Secretary of Labor determined exposure to dust to be a significant risk that warranted adoption of the standard.
* New standard included changes in equipment and work practice controls.
* Petitioners argued that OSHA had to demonstrate a rational relationship between costs and benefits.",* Did the Act require OSHA to demonstrate that the reduction of risk is significant enough to offset the costs of adopting a new standard?,,"* No. Brennan says the language requires OSHA to engage in feasibility analysis but not a cost-benefit analysis. Congress understood that the standards would impose costs, but the costs were necessary for the benefit of the safe environment.
* OSHA reasonably evaluated the cost and feasibility of implementing the standards, and the decision to implement was supported by substantial evidence.","* Their profits are being shaven or reduced, so the argument is that that view of profit in terms of cost is the important thing. Profits of an industry vs. benefits of workers. Doesn't take capital or labor into account",,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking",Politics of Administrative Law,Politics of Administrative Law
102,NAACP v. Federal Power Commission,,1976,96,"102,94,100,104,105,97",101,,,"* NAACP went to court to compel FPC to make a rule requiring equal employment opportunities, as racial discrimination is a costly practice and that they cold then control rates to regulate it.",,,* Court: FBC is authorized to consider consequences of discriminatory employment practices on the part of its regulatees only insofar as such consequences are directly related to the Commission’s establishment of just and reasonable rates in the public interest.,,,,,,,,,,,,,Limits on Agency Discretion,"Statutory Interpretation,Administrative Rulemaking",Politics of Administrative Law,Politics of Administrative Law
101,INS v. Chadha,,1983,101,"102,94,100,106,105",104,97,* The legislative veto is ruled unconstitutional,"* In one section of the Immigration and Nationality Act, Congress authorized either House or Congress to invalidate and suspend deportation rulings of the US AG. Chadha had stayed in the US past his visa deadline. Though Chadha conceded that he was deportable, an immigration judge suspended his deportation.
* The House of Reps voted without debate or recorded vote to deport Chadha.
* Chadha’s lawyers: OK, he’s now going to be deported because Congress is exercising their legislative veto.","* Did the Immigration and Nationality Act, which allowed a one-House veto of executive actions, violate the separation of powers doctrine?
* In the process of making laws, there is bicameralism, and presentment. The legislative veto violates specifically bicameralism and the presentment clauses. (Bicameralism: has to be passed by both houses, and Presentment: has to be presented to the president)",,"* The court held that the particular section of the act **did violate** the constitution. Even though the Act would have enhanced governmental efficiency, it violated the ""explicit constitutional standards"" regarding lawmaking and congressional authority. Legislative Veto is ruled unconstitutional
* Delegatur non potest delegatare",,103,,,,,,97,,,,,"Delegation and Separation of Powers,Legislative Veto","Separation of Powers,Legislative Veto,Delegation of Powers,""Delegatur non potest delegatare""",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
100,Mistretta v. U.S.,,1989,102,"109,100,106,104,105,97",108,,,"* SRA84 was passed to correct disparities in criminal sentences by federal judges on similar offenders, and it created the USSC, which could promulgate mandatory sentencing guidelines.
* Mistretta (charged with selling cocaine) claimed that the commission was constituted in violation of the separation of powers principle, and that Congress had delegated excessive authority to the Commission to create the guidelines.",* Did the Act violate the nondelegation doctrine of the Constitution?,,"* No. Although Congress cannot delegate its legislative power to another branch, the nondelegation doctrine does not prevent Congress from obtaining assistance from coordinate branches.
* There must be an ""intelligible principle"" established by Congress where the agency of the delegated authority must adhere to specific rules that govern it.
* Delegation to USSC was specific enough, and while they had discretion, they had a hierarchy for federal crimes that they used for their work (that’s the intelligible principle)
Dissent:
* Scalia is Scalia as always, and is afraid of SLIPPERY SLOPES to CONSTITUTIONAL MAYHEM","* Since *Mistretta*, the court has not changed its approach to these cases.",94,,,,,,94,,,,,Delegation and Separation of Powers,"Constitutional Authority of Agencies,""Intelligible Principle"" Delegation Standard,Delegation Doctrine",Politics of Administrative Law,Politics of Administrative Law
99,Schechter Poultry Corp. v. U.S.,,1935,76,"69,73,68,77,72,65",78,75,"* Trying to recover from Great Depression, Congress went overboard with the Broad Delegation argument by authorizing the president to approve codes of ""fair compensation"" established by *private* trade associations.
* There were no limits on what the codes would cover, and the at set no procedures to follow.
* BUT **since Schecter, broad delegation has been upheld over and over again**.",,,,,,,,,,,,,,,,,Delegation and Separation of Powers,Delegation of Powers Overreach,Politics of Administrative Law,Politics of Administrative Law
98,Hampton & Co. v. U.S.,,1928,71,"69,73,59,68,74,75,72,65",,,"* Delegation should be upheld where Congress has provided agencies with an** ""intelligible principle"" to follow**.",,,,,,,,,,,,,,,,,Delegation and Separation of Powers,"""Intelligible Principle"" Delegation Standard",Politics of Administrative Law,Politics of Administrative Law
97,U.S. v. Grimaud,,1911,,,,,"* Officials may be given far greater power than just the ""factual details"" role in triggering conditions for executing legislative policy in *Field*.
* The important thing is to impose **clear** **limits on delegated powers**.","* Grimaud and some other people were letting their sheep graze in the Sierra Forest Reserve without a permit. They were fined. They appealed.
    * The Forestry Reserve Act (30 Stat. 35) authorized the Secretary of Agriculture to make regulations about the use of Forest Reserves.
    * Grimaud argued that the Forestry Reserve Act was unconstitutional because it was an impermissible delegation of authority (aka a violation of the Non-Delegation Doctrine).
        * Basically, the Non-Delegation Doctrine says that only Congress is empowered to write laws, the Executive Branch cannot write laws. So Congress is forbidden from giving an Executive Branch Agency (like USDA) the power to write laws.",,,"* The US Supreme Court reversed and found the Forestry Reserve Act constitutional.
    * The US Supreme Court found that it would be impractical for Congress to provide general regulations for grazing rights, and therefore it is within their power to confer that power to an Administrative Agency (in this case USDA).
    * The Court found that Congress may delegate the power to ""fill up details"" where it has indicated its will in the Statute, and it may make violations of such regulations punishable as indicated in the Statute.
    * The Court noted that Congress cannot delegate legislative power to an Administrative Agency.","* Basically, this case said that it would be impractical for Congress to set all the little nitpicky rules and regulations that are required. So, they are allowed to set broad policies (aka intelligible principles), and allow an Administrative Agency to write the specific regulations and come up with the details.
    * See the later case of *Whitman v. American Trucking Ass'n* (531 U.S. 457 (2001)), which upheld the Clean Air Act's broad delegation of authority to the EPA to set air quality standards.",66,"60,45,59,62,58,61,65,64",,,,,,,,,,Delegation and Separation of Powers,"""Clear Limits"" Delegation Standard",Politics of Administrative Law,Politics of Administrative Law
96,Field v. Clark,,1892,45,"49,52,53,39,48,54",,,,"* Exporting company challenged a Tariff act which allowed the president to move goods from duty to duty-free list if treated ""unequally""",,,"* Upheld both the statute and the nondelegation doctrine, as the President’s power was just to supply **""factual details""** to aid in enforcing unchanging legislative policy",,66,51,,,,,,,,,,Delegation and Separation of Powers,"""Factual Details"" Standard",Politics of Administrative Law,Politics of Administrative Law
95,Kelo v. City of New London,,2005,105,"113,112,109,110",106,"107,108,111",* Public use = public purpose,"* New London approved a dev plan that was ""projected ot reate in excess of 1K jobs, to increase tax and other revenues, and to revitalize an economically distressed city, including its downtown and waterfront areas."" The city purchased property and seeks to enforce eminent domain to acquire the remaining parcels from unwilling owners.
    * City is trying to take over lower income housing, through exercise of eminent domain. They are trying to improve the tax base of the city by pushing out low-income people, to develop the land.
    * Kelo is a low-income person who doesn’t want to sell her house.","* Whether the city’s proposed disposition of this property qualifies as a ""public  use"" within the meaning of the Takings Clause of the Fifth Amendment?
    * Does a city violate the Fifth Amendment’s takings clause if the city takes private property and sells it for private development, with the hopes the development will help the city’s bad economy?",,"* Yes. ""Public use"" is widely interpreted to mean “public purpose”",,,,,,,,,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Eminent Domain,Property Rights/Substantive Due Process","Due Process,Eminent Domain",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
94,Dolan v. City of Tigard,,1994,107,"109,106,108,111",105,"102,112,110",* Public use clauses don’t give cities a blank check to ask anything of private property owners.,"* Dolan wanted a permit from Tigard to expand her store and pave the parking lot. 
    * Conditions of the permit were: dedicating part of her land for a greenway along a nearby creek to alleviate runoff from the pavement, and a pedestrian/bicycle path to relieve traffic congestion from the city’s growing business district.","* Does the city’s conditions for the permit violate the 5th Amendment’s ""takings"" clause as absorbed by the 14th Amendment’s due process clause?
* There must be an essential nexus between the legitimate state interest and the permit conditions. So, does the condition exist in ""rough proportionality"" to what’s required/demanded of the applicant for a permit?",,* NO. The city has not met its burden of demonstrating that the conditions are reasonably related to the land change.,"* The public use clauses don’t give cities a blank check to ask anything of private property owners. The city hasn’t shown that she’s going to have so much more traffic that she needs to make a bicycle path, etc.",,,,,,,,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Eminent Domain","Due Process,Eminent Domain",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
93,Nollan v. California Coastal Commission,,1987,108,"106,103,107,97",100,"102,94,105",* Conditions can be placed on permits if they’re rationally related to the harms the government would seek to prevent.,"* The CA Coastal Commission (CCC) granted a permit to the Nollans to replace their small house on the beach to a big one, conditional upon them granting a public ""easement"" to pass along their beach, which was located between two public beaches.",* Was it an uncompensated taking?,,"* No. Because it’s attached to a permit, it’s not a taking. It’s a legitimate condition that can be imposed.",* Conditions can be placed on building permits by the government so long as the condition is rationally related to the harms the government would seek to prevent that might be caused by the construction.,,,,,,,,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Eminent Domain,Property Rights/Substantive Due Process","Due Process,Eminent Domain",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
92,National Labor Relations Board v. Jones & Laughlin Steel Corporation,,1937,76,"69,78,77,75",68,"73,72,65","* Upheld the constitutionality of the Wagner Act, and the NLRB.
American Constitution:
* Intrastate firing can have a significant effect on interstate commerce. NLRB is constitutional.","* NLRB found in a proceeding under the NLRA ‘35 that Jones violated the act by engaging in unfair labor practices affecting commerce. 
* Unfair labor practices charged were that Jones was discriminating against members of the union with regard to hire and tenure, and was intimidating employees to interfere with their self-organization.
American Constitution:
* NLRB found that Jones & Laughlin engaged in unfair labor practices by firing employees involved in union activity. Jones & Laughlin failed to comply with an order to end the discriminatory practices.","* Does the Commerce Clause justify enforcement of the NLRA ‘35 in regulating labor-management disputes?

American Constitution:
* Does the federal government have the power to regulate local employment practices in companies whose business affects interstate commerce?",,"* Yes. The Act was narrowly constructed to regulate labor-management disputes that could restrict interstate commerce. Since engaging in collective bargaining, which is protected by the NLRA is ""an essential condition of industrial peace."" the national government was justified in penalizing corporations engaging in interstate commerce which “refuse to confer and negotiate” with labor.

American Constitution:
* Yes. Congress retains the power to control and regulate interstate commerce. Jones & Laughlin did significant business outside of the state of PA. 
    * Although the employee discharges are a intrastate activity, the repercussions from such discharges have the potential to significantly affect interstate commerce.","* Karl Klare, a legal scholar, argues that the Court’s solution was to ""update legal consciousness and to make it more responsive to contemporary social exigencies—that is, to give a new life to the liberal legal order—while at the same time preserving its contradictions and mystification"" about the relationship between capitalism and democracy.
Dissent:
* The ""stream of commerce"" argument is unconvincing, and outside the constitutional limitations heretofore enforced

American Constitution:
* **Plenary power of regulating interstate commerce is up to Congress.**",,,,,,,,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Contract Clause,Federal Police Powers,Commerce Clause","Contract Rights,Commerce Clause,Constitutional Authority of Agencies,New Deal Administrative Solutions",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
91,Munn v. Illinois,,1877,44,"42,35,38,43,37,36",39,41,"* Significantly broadened the scope of congressional, commercial regulation.

* An anomaly in the general trajectory of these commerce clause/contract rights cases.",*  Illinois fixed the maximum charges for where grain is stored in bulk. Has to do with **setting the price for storage of grain**. This was enacted to indirectly control the price of grain products.,* Is this in interference with property and contract rights? Did the state-imposed rates deny the warehouse and elevator owners equal protection and due process under the 14th amendment?,,"* No. ""Property becomes clothed in public interest when used in a manner to make it a public consequence and affect the community at large… and must submit to be controlled by the public for the common good to the extent of the interest he has thus created.""","* Soon, railroads and warehousemen found themselves subject to significant regulation, setting prices, etc.",,,,,,,,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Contract Clause,Property Rights/Substantive Due Process","Contract Rights,Property Rights,States Interfering with Private Enterprise,Constitutional Authority of Agencies,Public Use Doctrine",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
90,Lochner v. New York,"55,56,57",1905,57,"52,53,51,58",93,"60,56","* **Freedom of Contract is substantive due process****,** which is immunized from governmental interference.",* A NY statute forbade bakers from working > 60 hrs/wk or > 10 hrs/day,"* Does the NY law violate the liberty protected by due process of the Fourteenth Amendment? The state’s police power comes from the 10th amendment, which gives them authority to enact legislation for the welfare of their citizens.
    * State is challenging, under the 10th amendment, that this is a violation of the 14th amendment (freedom of contract","**Classes:**** Constitutional Authority of Agencies, Contract Rights. State regulating private enterprise.**

**Importance:** 

* **Freedom of Contract is substantive due process,** which is immunized from government interference. 

Fact Pattern:

* A NY statute forbade bakers from working > 60 hrs/wk or > 10 hrs/day

Issues:

* Does the NY law violate the liberty protected by due process of the Fourteenth Amendment? The state’s police power comes from the 10th amendment, which gives them authority to enact legislation for the welfare of their citizens.

    * State is challenging, under the 10th amendment, that this is a violation of the 14th amendment (freedom of contract)

Ruling:

* Held: Yes. The Court invalidated the law.

* Reasoning: The statute interfered with the freedom of contract, and thus the 14th amendment’s right to liberty afforded to employer and employee. The statute was a labor law, so the state didn’t have reasonable grounds for interfering with the liberties protected under the 14th amendment.

    * the NY law violated the notion of Substantive Due Process, especially the freedom of Contract, which is protected under the Due Process clause in the 14th amendment.

Discussion:

* The majority (Peckham) says that the law equally violates the freedom of contract of employer AND employee, attempting to put them on the same plane of power to contract labor. Of course, this blatantly ignores the realities of disparity between labor and capital. **This is the point Harlan makes.**

* Lochner represents substantive due process DEFINED as freedom of contract. Under the 14th amendment and the 10th amendment, immunized from government interference. Laissez Faire economics of nonregulation. Constitution doesn’t require any economic theory.

* **Holmes Dissent is pretty much pure Sociological Jurisprudence**. ""This case is decided upon an economic theory which a large part of the country does not entertain."" in conjunction with “I think that the word liberty in the Fourteenth Amendment is perverted when it is held to prevent the natural outcome of a dominant opinion…. Men whom I certainly could not pronounce unreasonable would uphold it as a first installment of a general regulation of the hours of work.”

    * If this isn’t ""felt necessities of the time"", I have no idea what is","* Held: Yes. The Court invalidated the law.
* Reasoning: The statute interfered with the freedom of contract, and thus the 14th amendment’s right to liberty afforded to employer and employee. The statute was a labor law, so the state didn’t have reasonable grounds for interfering with the liberties protected under the 14th amendment.
    * The NY law violated the notion of Substantive Due Process, especially the freedom of Contract, which is protected under the Due Process clause in the 14th amendment.","* Lochner represents substantive due process DEFINED as freedom of contract. Under the 14th amendment and the 10th amendment, immunized from government interference. Laissez Faire economics of non-regulation. Constitution doesn’t require any economic theory. (which is kinda a suspect claim, if we think about it)",,,,,,,59,,,,,"Constitutional Authority of Agencies/Legal Consciousness,Property Rights/Substantive Due Process","Freedom of Contract,Contract Rights,States Interfering with Private Enterprise,Substantive Due Process,Constitutional Authority of Agencies",Politics of Administrative Law,"Politics of Administrative Law,American Constitution"
89,Mathew v. Eldridge,,1976,103,"102,101,104,96,97",94,100,,"* Eldridge received social security benefits because he claimed he was fully disabled, but SSA determined he had recovered enough to hold a job, so they terminated his benefits without holding an oral hearing. The lower courts held that Eldridge must be afforded an evidentiary hearing of the type required for welfare beneficiaries.",* Whether Due Process Clause of the 5th Amendment requires that prior to the termination of benefits the recipient be afforded an opportunity for an evidentiary hearing.,,"* No. There were numerous safeguards to prevent errors in making decisions to disability benefits.
* It is accepted that receipt of these benefits is a statutorily created ""property’ interest protected by the Fifth Amendment. 
* ""Due process is flexible and calls for such procedural protections as the particular situation demands.""","* Difference in outcome from *Goldberg *partially is because Eldridge could get other forms of public assistance, while Kelly could not.",,,,,,,,,,,105,Property Rights/Substantive Due Process,"Due Process,Property Rights,Administrative Procedure",Politics of Administrative Law,Politics of Administrative Law
88,Goldberg v. Kelly,,1970,94,"82,93,100,97",79,"101,96",,"* Kelly received welfare under federal law. Brought suit to prevent termination of welfare payments before a hearing had taken place. NY Law allowed a hearing after termination, when they could offer evidence, cross-examine, and have a record made of the hearing.",* Does the Due Process Clause require that the recipient be afforded an evidentiary hearing before the termination of benefits?,,"* Yes. There are governmental interests to not providing a hearing before termination, but they do not override Kelly’s life and liberty as protected by due process under the 14th Amendment.","* Fundamental requisite of due process of law is the opportunity to be heard. 
* Fundamental shift in Administrative Law. Citing Reich’s ""New Property"", Brennan argues that welfare benefits must be treated as property, and not charity, or gratuity. 
* Many different ""Morgan Elements"" come from this “property”, and due process. The full list:
    1. Timely and adequate notice
    2. Confronting adverse witnesses
    3. Oral presentation of arguments
    4. Oral presentation of evidence
    5. Cross-examination of adverse witnesses
    6. Disclosure to the claimant of opposing evidence
    7. The right to retain an attorney
    8. Determination on the record of the hearing
    9. Statement of reasons for the determination and indication of evidence relied on
    10. An impartial decision maker",,,,,,,,,,,,Property Rights/Substantive Due Process,"Due Process,Property Rights,Administrative Procedure",Politics of Administrative Law,Politics of Administrative Law
87,Morgan v. U.S.,,1938,76,"69,73,68,77,75",79,,* First case that establishes significant standards for administrative procedure.,"* Congress authorized SoAgriculture to specify just and reasonable charges that stockyard operators could set for their services ""after a full hearing""
* Secretary held a hearing but did not review it personally, and SCOTUS agreed that this was not a full or fair hearing, remanding to DoA",* Does the SoA reading a summary and conferring with subordinates who analyzed evidence constitute a full and fair hearing?,,"* No. Reversed. The right to a hearing embraces the right to present evidence, but also a reasonable opportunity to know the claims of the opposing party and to meet them.",,,,,,,,,,,,"78,80","Landmark Cases,Property Rights/Substantive Due Process","Due Process,Administrative Procedure,Political Economy of Regulation",Politics of Administrative Law,Politics of Administrative Law
86,St. Joseph's Abbey v. State of Louisiana Board of Embalmers and Funeral Directors,,2013,,,,,,,,,,"* After Hurricane Katrina, SJA lost a lot of money after their timber source was lost

* SJA started selling their caskets (the ones made out of wood, originally for the monks) commercially. The sold 2 kinds of caskets, the monastic one, and the traditional one. (1500, 2000, significantly less than caskets offered by funeral homes). Abbey offered no funeral services. State of LA doesn’t regulate caskets. The embalmers tried to put SJA out of business by lobbying to pass a LA law saying that they can’t. 

* 2010: Abbey petitioned to change the law to say that non-profits could sell caskets. Didn’t work.

* SJA claimed that they were being denied equal protection of the laws (asking for the lowest tier fo scrutiny)

* Ruling: The State of LA was exercising a valid state interest power, and they were acting within their rights

* Ruling: States can protect discrete industries in particular states. 

* Question: Is the protectionism enacted related to a legitimate state interest, protecting the health or general welfare of the public?

* SJA: while Rational basis tests don’t require that there is any specific proof beyond the rational basis, but the plaintiff may include evidence to show that the law is irrational.

    * **Basically, while the law seems on its face rational, the SJA can introduce evidence showing that the law is in some way irrational, for the law to be overturned in the favor of SJA.**

* Final Ruling: The law is not rationally related to a hypothetical state interest protecting the health or general welfare of the public",,,,,,,,,,,,Judicial Review,Tiers of Scrutiny,American Constitution,American Constitution
85,Clinton v. City of New York,,1998,,,,,,,,,,* Presidents say that they should be able to specifically veto certain aspects of a bill. The constitution says that the president should only be able to fully sign or fully veto laws. You would have to amend the constitution to get a line item veto,,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity",Executive Veto,American Constitution,American Constitution
